Harga,Tahun,Jarak_km,CC_mid,Usia_mobil,Merek,Model,Varian,Tipe bahan bakar,Transmisi,Tipe bodi,Sistem Penggerak,Warna,Tipe Penjual,KotaKab,Provinsi,Nama Bursa Mobil
289000000.0,2015.0,37500.0,2500.0,10.0,Mazda,CX-5,Touring,Bensin,Automatic,SUV,Front Wheel Drive (FWD),Putih,Diler,Jakarta Utara,Jakarta D.K.I.,Bursa Mobil WTC Mangga Dua
108000000.0,2010.0,112500.0,3000.0,15.0,Isuzu,Colt 77 PS,Lain-lain,Diesel,Manual,Truk,nan,Putih,Diler,Surabaya Kota,Jawa Timur,Bursa Mobil Lenmarc Surabaya
85000000.0,2008.0,162500.0,2500.0,17.0,Isuzu,Panther,Pick Up 2.5,Diesel,Manual,Pick-up,4X2,Hitam,Individu,Klaten Kab.,Jawa Tengah,nan
102500000.0,2009.0,122500.0,1250.0,16.0,Nissan,Grand livina,Lain-lain,Bensin,Manual,MPV,Front Wheel Drive (FWD),Silver,Individu,Banyuwangi  Kab.,Jawa Timur,nan
85000000.0,2015.0,52500.0,1250.0,10.0,Datsun,Go+,Panca A,Bensin,Manual,Compact & City Car,Front Wheel Drive (FWD),Hitam,Individu,Palu Kota,Sulawesi Tengah,nan
430000000.0,2017.0,12500.0,2500.0,8.0,Mitsubishi,Pajero Sport,Dakar 2.4,Diesel,Automatic Triptonic,Minibus,4X2,Putih,Diler,Tangerang Kab.,Banten,Bursa Gading Auto Center
133000000.0,2016.0,102500.0,1250.0,9.0,Toyota,Avanza,G,Bensin,Manual,MPV,nan,Hitam,Individu,Bekasi Kota,Jawa Barat,nan
85000000.0,2012.0,112500.0,1250.0,13.0,Nissan,Evalia,XV,Bensin,Automatic,MPV,Front Wheel Drive (FWD),Silver,Individu,Jakarta Timur,Jakarta D.K.I.,nan
265000000.0,2016.0,42500.0,2500.0,9.0,Nissan,X-Trail,Lain-lain,Bensin,Automatic,nan,nan,Putih,Diler,Surabaya Kota,Jawa Timur,Bursa Mobil BG Junction Surabaya
83000000.0,2011.0,7500.0,,14.0,Nissan,Livina,Lain-lain,Bensin,Automatic,Minibus,All Wheel Drive (AWD),Silver,Individu,Bogor Kota,Jawa Barat,Bursa Mobil Summarecon Serpong
100000000.0,2002.0,257500.0,2500.0,23.0,Isuzu,Panther,2.5,Diesel,Manual,MPV,Rear Wheel Drive (RWD),Silver,Individu,Malang Kota,Jawa Timur,nan
98000000.0,2007.0,127500.0,2500.0,18.0,Honda,Accord,Vti,Bensin,Manual,Sedan,nan,Hitam,Individu,Balikpapan Kota,Kalimantan Timur,nan
155000000.0,2005.0,97500.0,2500.0,20.0,Lexus,RX,350 F Sport,Bensin,Automatic Triptonic,Hatchback,Front Wheel Drive (FWD),Hitam,Diler,Palembang Kota,Sumatra Selatan,nan
348000000.0,2018.0,7500.0,2500.0,7.0,Nissan,X-Trail,nan,Bensin,Automatic,nan,nan,Abu-abu,nan,Jakarta Pusat,Jakarta D.K.I.,nan
125000000.0,2006.0,102500.0,1750.0,19.0,BMW,Serie 3,320i 2.0,Bensin,Automatic Triptonic,Sedan,4X2,Abu-abu,Individu,Banjarmasin Kota,Kalimantan Selatan,nan
165000000.0,2005.0,132500.0,2500.0,20.0,Mercedes-Benz,E-Class,E260,Bensin,Automatic,Sedan,Rear Wheel Drive (RWD),Hitam,Individu,Bandung Kota,Jawa Barat,Bursa Otomotif Sunter
65000000.0,1991.0,122500.0,2500.0,34.0,Chevrolet,Trooper,2.3,Diesel,Manual,Jeep,4X4,Biru,Individu,Pekanbaru Kota,Riau,nan
30000000.0,2004.0,87500.0,1250.0,21.0,KIA,Rio,1.6 Sedan,Bensin,Manual,Sedan,4X2,Biru,Individu,Tangerang Kota,Banten,nan
127000000.0,2008.0,127500.0,1750.0,17.0,Honda,Jazz,RS CVT,Bensin,Automatic Triptonic,Compact & City Car,Front Wheel Drive (FWD),Biru,Diler,Kediri Kota,Jawa Timur,nan
230000000.0,2013.0,77500.0,2500.0,12.0,Mazda,CX-5,Grand Touring,Bensin,Automatic,Jeep,Rear Wheel Drive (RWD),Hitam,Diler,Tangerang Kab.,Banten,Bursa Mobil Summarecon Serpong
176000000.0,2017.0,42500.0,1250.0,8.0,Honda,BR-V,E Prestige,Bensin,Automatic,MPV,Front Wheel Drive (FWD),Abu-abu,Diler,Tangerang Kota,Banten,Bursa Mobil Karawaci
315000000.0,2012.0,42500.0,1750.0,13.0,Mercedes-Benz,E-Class,E200,Bensin,Automatic,Sedan,nan,Silver,Diler,Tangerang Selatan Kota,Banten,Bursa Mobil Bintaro
295000000.0,2019.0,7500.0,1250.0,6.0,Honda,HR-V,E Special Editon,Bensin,Automatic Triptonic,SUV,All Wheel Drive (AWD),Merah,Individu,Bekasi Kota,Jawa Barat,nan
115000000.0,2012.0,82500.0,1750.0,13.0,Nissan,Grand livina,Lain-lain,Bensin,Automatic,Minibus,Front Wheel Drive (FWD),Putih,Individu,Tangerang Kota,Banten,nan
155000000.0,2008.0,102500.0,2500.0,17.0,Mitsubishi,Strada Triton,Exceed Hi-Power,Diesel,Manual,Double Cabin,4X4,Hitam,nan,Padang Kota,Sumatra Barat,nan
280000000.0,2017.0,37500.0,1750.0,8.0,Nissan,Serena,HWS,Bensin,Automatic,MPV,Rear Wheel Drive (RWD),Abu-abu,Individu,Jakarta Utara,Jakarta D.K.I.,Bursa Otomotif Sunter
135000000.0,2006.0,37500.0,2500.0,19.0,Mercedes-Benz,C-Class,C230,Bensin,Automatic,nan,nan,Silver,Individu,Tangerang Selatan Kota,Banten,nan
98000000.0,2015.0,12500.0,1000.0,10.0,Toyota,Agya,G,Bensin,Manual,Sedan,Front Wheel Drive (FWD),Putih,Individu,Yogyakarta Kota,Yogyakarta D.I.,nan
94000000.0,2011.0,67500.0,1250.0,14.0,Hyundai,Avega,GL,Bensin,Automatic,Hatchback,nan,Hitam,Diler,Semarang Kota,Jawa Tengah,nan
145000000.0,2016.0,47500.0,1250.0,9.0,Suzuki,Ertiga,GX,Bensin,Automatic,Minibus,4X2,Silver,Individu,Depok Kota,Jawa Barat,nan
62000000.0,1997.0,197500.0,2500.0,28.0,Isuzu,Panther,2.5,Diesel,Manual,MPV,4X2,Hijau,Individu,Medan Kota,Sumatra Utara,nan
120000000.0,2018.0,12500.0,1250.0,7.0,Datsun,Go,Lain-lain,Bensin,Manual,Compact & City Car,4X2,Abu-abu,Individu,Padang Kota,Sumatra Barat,nan
255000000.0,2011.0,52500.0,,14.0,Mitsubishi,Pajero Sport,Dakar 2.4,Diesel,Automatic,Compact & City Car,4X2,Hitam,Diler,Palembang Kota,Sumatra Selatan,nan
40000000.0,1986.0,7500.0,1250.0,39.0,Chery,Lain-lain,Lain-lain,Bensin,Manual,Minibus,4X4,Biru,Individu,Tangerang Kota,Banten,Carsentro Solo
85000000.0,2012.0,87500.0,1250.0,13.0,KIA,Picanto,SE,Bensin,Manual,Compact & City Car,Front Wheel Drive (FWD),Putih,Individu,Surakarta Kota,Jawa Tengah,nan
174700000.0,2019.0,2500.0,,6.0,Daihatsu,Xenia,nan,Bensin,Manual,nan,nan,Putih,nan,Medan Kota,Sumatra Utara,nan
970000000.0,2014.0,22500.0,2500.0,11.0,Jeep,Wrangler,Sport CRD Unlimited,Diesel,Automatic,Jeep,nan,Hitam,Individu,Surabaya Kota,Jawa Timur,Bursa Otomotif Sunter
140000000.0,2005.0,137500.0,1750.0,20.0,BMW,Serie 3,320i,Bensin,Automatic Triptonic,Sedan,Front Wheel Drive (FWD),Hitam,Diler,Jakarta Selatan,Jakarta D.K.I.,Bursa Mobil Blok M Square
310000000.0,2010.0,62500.0,,15.0,Mercedes-Benz,C-Class,C300,Bensin,Automatic,nan,nan,Silver,Individu,Tangerang Selatan Kota,Banten,nan
67000000.0,2005.0,82500.0,1750.0,20.0,KIA,Carens II,Lain-lain,Bensin,Manual,MPV,Front Wheel Drive (FWD),Lainnya,Individu,Kudus Kab.,Jawa Tengah,nan
90000000.0,2012.0,207500.0,1250.0,13.0,Daihatsu,Luxio,D,Bensin,Manual,Minibus,4X2,Silver,Individu,Bandung Kota,Jawa Barat,nan
87000000.0,2007.0,117500.0,1250.0,18.0,Honda,Jazz,Lain-lain,Bensin,Automatic Triptonic,Hatchback,Front Wheel Drive (FWD),Silver,Diler,Cimahi Kota,Jawa Barat,nan
40000000.0,2002.0,22500.0,1750.0,23.0,Lain-lain,Lain-lain,nan,Bensin,Manual,Offroad,4X2,Silver,Individu,Pematangsiantar Kota,Sumatra Utara,nan
135000000.0,1994.0,197500.0,3000.0,31.0,Jeep,Cherokee,Limited,Bensin,Automatic,Jeep,4X4,Putih,Individu,Denpasar Kota,Bali,nan
185000000.0,2017.0,12500.0,1250.0,8.0,Honda,Jazz,S,Bensin,Automatic,nan,4X2,Merah,Diler,Jakarta Timur,Jakarta D.K.I.,nan
45000000.0,1997.0,7500.0,1250.0,28.0,Hyundai,Accent,1.5,Bensin,Manual,Sedan,Front Wheel Drive (FWD),Hijau,Individu,Sleman Kab.,Yogyakarta D.I.,nan
420000000.0,2006.0,32500.0,1750.0,19.0,Mercedes-Benz,SLK-Class,SLK200K,Bensin,Automatic Triptonic,Sports & Super Car,Rear Wheel Drive (RWD),Hitam,Individu,Tangerang Kab.,Banten,nan
118000000.0,2008.0,97500.0,1250.0,17.0,Daihatsu,Terios,TX,Bensin,Manual,SUV,Rear Wheel Drive (RWD),Silver,Individu,Sidoarjo  Kab.,Jawa Timur,nan
965000000.0,2009.0,47500.0,3000.0,16.0,Hummer,H3,Lain-lain,Bensin,Automatic,Jeep,4X4,Abu-abu,Individu,Jakarta Selatan,Jakarta D.K.I.,nan
165000000.0,2018.0,17500.0,1250.0,7.0,Honda,Mobilio,E,Bensin,Automatic,MPV,4X2,Abu-abu,Diler,Jakarta Utara,Jakarta D.K.I.,nan
190000000.0,2015.0,47500.0,,10.0,Mazda,CX-5,Lain-lain,Bensin,Automatic,nan,nan,Silver,nan,Makassar Kota,Sulawesi Selatan,nan
67000000.0,1997.0,232500.0,2500.0,28.0,Isuzu,Panther,2.5,Diesel,Manual,Minibus,Rear Wheel Drive (RWD),Silver,Individu,Bantul Kab.,Yogyakarta D.I.,nan
60000000.0,2006.0,47500.0,1250.0,19.0,KIA,Picanto,M/T,Bensin,Manual,Compact & City Car,Front Wheel Drive (FWD),Hitam,Individu,Mojokerto Kab.,Jawa Timur,nan
245000000.0,2004.0,42500.0,1750.0,21.0,Mazda,RX-8,Sport,Bensin,Automatic Triptonic,Sports & Super Car,4X2,Biru,nan,Bandung Kota,Jawa Barat,nan
380000000.0,2014.0,7500.0,,11.0,Volkswagen,Scirocco,1.4 TSI,Bensin,Automatic Triptonic,nan,nan,Putih,Individu,Jakarta Pusat,Jakarta D.K.I.,nan
105000000.0,1996.0,97500.0,3000.0,29.0,Mercedes-Benz,E-Class,E320,Bensin,Automatic,Sedan,Rear Wheel Drive (RWD),Hitam,Individu,Bandung Kota,Jawa Barat,nan
205000000.0,2015.0,47500.0,1750.0,10.0,Honda,HR-V,S CVT,Bensin,Automatic,MPV,Front Wheel Drive (FWD),Hitam,Diler,Palembang Kota,Sumatra Selatan,nan
83000000.0,2010.0,142500.0,1250.0,15.0,Nissan,Grand livina,Lain-lain,Bensin,Automatic,MPV,Front Wheel Drive (FWD),Silver,Individu,Bogor Kota,Jawa Barat,nan
85000000.0,2000.0,22500.0,2500.0,25.0,BMW,Lain-lain,Lain-lain,Bensin,Automatic,Sedan,4X2,Silver,Individu,Bekasi Kota,Jawa Barat,Bursa Gading Auto Center
18000000.0,1989.0,57500.0,1750.0,36.0,Peugeot,505,Lain-lain,Bensin,Manual,Classic Car,4X2,Hitam,Individu,Jakarta Barat,Jakarta D.K.I.,nan
159000000.0,2012.0,37500.0,1250.0,13.0,Honda,Freed,E,Bensin,Automatic,MPV,4X2,Putih,Diler,Pontianak Kota,Kalimantan Barat,nan
87000000.0,2012.0,97500.0,1750.0,13.0,Ford,Fiesta,Sport,Bensin,Automatic,Sedan,Front Wheel Drive (FWD),Putih,Individu,Jakarta Barat,Jakarta D.K.I.,nan
207000000.0,2011.0,37500.0,1750.0,14.0,Audi,Audi A4,1.8 TFSI PI,Bensin,Automatic Triptonic,Sedan,Front Wheel Drive (FWD),Abu-abu,Diler,Jakarta Utara,Jakarta D.K.I.,Bursa Mobil WTC Mangga Dua
429000000.0,2018.0,17500.0,2500.0,7.0,Mazda,CX-5,Grand Touring,Bensin,Automatic,nan,nan,Merah,Diler,Jakarta Utara,Jakarta D.K.I.,Bursa Mobil WTC Mangga Dua
225000000.0,2018.0,12500.0,1750.0,7.0,Mitsubishi,Xpander,ULTIMATE A/T,Bensin,Automatic,Minibus,4X2,Hitam,Diler,Bekasi Kota,Jawa Barat,Bursa Mobil POSH Bekasi
104000000.0,2013.0,152500.0,1750.0,12.0,Lain-lain,Lain-lain,Lain-lain,Bensin,Manual,Hatchback,All Wheel Drive (AWD),Lainnya,Individu,Semarang Kota,Jawa Tengah,nan
133000000.0,2016.0,27500.0,1250.0,9.0,Daihatsu,Xenia,R,Bensin,Manual,Minibus,Rear Wheel Drive (RWD),Abu-abu,Individu,Surakarta Kota,Jawa Tengah,nan
153000000.0,2016.0,7500.0,2500.0,9.0,Toyota,Avanza,G,Bensin,Manual,Compact & City Car,4X2,Hitam,Individu,Kediri Kota,Jawa Timur,nan
97000000.0,2005.0,107500.0,2500.0,20.0,Ford,Everest,XLT,Diesel,Manual,nan,4X4,Silver,Individu,Palembang Kota,Sumatra Selatan,nan
255000000.0,2014.0,117500.0,2500.0,11.0,Mitsubishi,Pajero Sport,Exceed,Diesel,Automatic,SUV,4X2,Hitam,Diler,Jakarta Selatan,Jakarta D.K.I.,nan
120000000.0,2012.0,177500.0,2500.0,13.0,Mitsubishi,L300,Pick Up,Diesel,Manual,Pick-up,4X2,Hitam,Individu,Yogyakarta Kota,Yogyakarta D.I.,nan
45000000.0,2009.0,137500.0,,16.0,Suzuki,Futura,Lain-lain,Bensin,Manual,Pick-up,nan,Hitam,Individu,Palembang Kota,Sumatra Selatan,nan
69000000.0,1998.0,122500.0,3000.0,27.0,Ssang Yong,Musso,E32,Bensin,Automatic,SUV,4X4,Hitam,Diler,Jakarta Selatan,Jakarta D.K.I.,nan
150700000.0,2019.0,2500.0,,6.0,Daihatsu,Sigra,nan,Bensin,Manual,nan,nan,Lainnya,nan,Tangerang Kota,Banten,nan
129000000.0,2007.0,112500.0,2500.0,18.0,Honda,CR-V,2.4,Bensin,Automatic,nan,nan,Lainnya,Diler,Surabaya Kota,Jawa Timur,nan
140000000.0,2011.0,92500.0,1750.0,14.0,Chevrolet,Captiva,Lain-lain,Diesel,Automatic,SUV,4X2,Putih,nan,Jakarta Selatan,Jakarta D.K.I.,nan
32000000.0,1986.0,32500.0,1250.0,39.0,Mitsubishi,L300,Pick Up,Bensin,Manual,Pick-up,4X2,Coklat,Individu,Nganjuk Kab.,Jawa Timur,nan
89500000.0,2001.0,67500.0,1750.0,24.0,Mitsubishi,Lancer,1.6 GLXi,Bensin,Manual,Sedan,Front Wheel Drive (FWD),Kuning,Individu,Serang Kota,Banten,nan
132000000.0,2009.0,132500.0,2500.0,16.0,Isuzu,New Panther,Lain-lain,Diesel,Manual,Minibus,4X2,Hitam,Individu,Ngawi Kab.,Jawa Timur,nan
75000000.0,2003.0,132500.0,1750.0,22.0,Toyota,Altis,G,Bensin,Manual,Sedan,Front Wheel Drive (FWD),Silver,nan,Kuningan Kab.,Jawa Barat,nan
165000000.0,2014.0,102500.0,2500.0,11.0,Ford,Ranger,Standard,Diesel,Manual,Pick-up,4X4,Silver,Individu,Pekanbaru Kota,Riau,nan
205000000.0,2016.0,52500.0,1250.0,9.0,Honda,Jazz,RS CVT,Bensin,Automatic,Hatchback,nan,Hitam,Diler,Cirebon Kota,Jawa Barat,nan
1390000000.0,2015.0,27500.0,2500.0,10.0,Mercedes-Benz,GLE-Class,Lain-lain,Bensin,Automatic,SUV,4X2,Hitam,Individu,Jakarta Utara,Jakarta D.K.I.,Bursa Otomotif Sunter
69000000.0,2011.0,122500.0,1250.0,14.0,Suzuki,Karimun estillo,Lain-lain,Bensin,Manual,Minibus,4X2,Putih,Individu,Madiun Kota,Jawa Timur,nan
42500000.0,2002.0,102500.0,1750.0,23.0,Hyundai,Matrix,Lain-lain,Bensin,Manual,Hatchback,Front Wheel Drive (FWD),Hitam,Individu,Tangerang Kab.,Banten,nan
535000000.0,2013.0,17500.0,1750.0,12.0,Volkswagen,Scirocco,R,Bensin,Automatic,Coupe,nan,Putih,nan,Tangerang Kab.,Banten,nan
620000000.0,2014.0,12500.0,,11.0,Mini Cooper,Mini Cooper,Lain-lain,Bensin,Automatic,nan,nan,Oranye,Diler,Bandung Kota,Jawa Barat,nan
139000000.0,2015.0,92500.0,1250.0,10.0,Toyota,Avanza,G Basic,Bensin,Automatic,Minibus,Rear Wheel Drive (RWD),Silver,Diler,Bogor Kota,Jawa Barat,nan
150000000.0,2007.0,162500.0,3000.0,18.0,Volkswagen,Touareg,TDI,Diesel,Automatic Triptonic,Offroad,4X4,Hitam,Individu,Jakarta Barat,Jakarta D.K.I.,nan
480000000.0,2018.0,37500.0,2500.0,7.0,Mitsubishi,Pajero Sport,Dakar 2.4,Diesel,Automatic,SUV,Rear Wheel Drive (RWD),Hitam,Diler,Bandung Kota,Jawa Barat,nan
164000000.0,2012.0,67500.0,1250.0,13.0,Honda,Freed,E,Bensin,Automatic,MPV,4X2,Abu-abu,nan,Tasikmalaya Kota,Jawa Barat,nan
68000000.0,2014.0,72500.0,1250.0,11.0,Datsun,Go+,Panca T Opt,Bensin,Manual,SUV,4X2,Hitam,nan,Ponorogo Kab.,Jawa Timur,nan
32000000.0,2000.0,27500.0,1750.0,25.0,KIA,Carnival,GS,Bensin,Automatic,Minibus,Front Wheel Drive (FWD),Biru,Individu,Jakarta Timur,Jakarta D.K.I.,Bursa Mobil MGK Kemayoran
108800000.0,2001.0,32500.0,2500.0,24.0,BMW,Serie 5,525i,Bensin,Automatic Triptonic,Sedan,Front Wheel Drive (FWD),Silver,Individu,Bekasi Kota,Jawa Barat,nan
66500000.0,2008.0,152500.0,1250.0,17.0,KIA,Picanto,A/T,Bensin,Automatic,Hatchback,Front Wheel Drive (FWD),Biru,Individu,Cirebon Kota,Jawa Barat,nan
155000792.0,2006.0,87500.0,1750.0,19.0,BMW,Serie 3,320i Business Edition,Bensin,Automatic,Sedan,nan,Hitam,Individu,Semarang Kota,Jawa Tengah,nan
209000000.0,2014.0,52500.0,1750.0,11.0,Chevrolet,Captiva,Lain-lain,Diesel,Automatic Triptonic,SUV,Front Wheel Drive (FWD),Putih,nan,Denpasar Kota,Bali,nan
188500000.0,2013.0,92500.0,3000.0,12.0,Hino,Dutro,300 Series,Diesel,Manual,Truk,4X2,Hijau,nan,Jakarta Barat,Jakarta D.K.I.,nan
130000000.0,2017.0,42500.0,1250.0,8.0,Wuling,Confero S,S 1.5C LUX PLUS,Bensin,Manual,Minibus,Rear Wheel Drive (RWD),Coklat,Individu,Sleman Kab.,Yogyakarta D.I.,nan
97000000.0,2007.0,97500.0,1250.0,18.0,Honda,Jazz,VTEC,Bensin,Automatic,Compact & City Car,nan,Silver,Individu,Surabaya Kota,Jawa Timur,nan
165000000.0,2014.0,27500.0,1250.0,11.0,Chevrolet,Orlando,LT,Hybrid,Automatic Triptonic,Sports & Super Car,4X2,Biru,nan,Jakarta Pusat,Jakarta D.K.I.,nan
145000000.0,2015.0,67500.0,1250.0,10.0,Suzuki,Ertiga,GX,Bensin,Automatic,MPV,4X2,Silver,nan,Surabaya Kota,Jawa Timur,nan
165000000.0,2012.0,82500.0,1750.0,13.0,Subaru,Impreza,2.0,Bensin,Automatic Triptonic,Sedan,All Wheel Drive (AWD),Silver,nan,Malang Kota,Jawa Timur,nan
1325000000.0,2015.0,27500.0,3000.0,10.0,Mercedes-Benz,S-Class,S400 L,Bensin,Automatic Triptonic,Sedan,Rear Wheel Drive (RWD),Hitam,Diler,Jakarta Selatan,Jakarta D.K.I.,Bursa Otomotif Sunter
70000000.0,2010.0,197500.0,1250.0,15.0,Nissan,Grand livina,Lain-lain,Bensin,Manual,MPV,Front Wheel Drive (FWD),Hitam,Individu,Tangerang Selatan Kota,Banten,nan
475000000.0,2014.0,27500.0,1000.0,11.0,BMW,Serie 3,320i,Diesel,Automatic,Classic Car,4X2,Hitam,Individu,Tangerang Selatan Kota,Banten,Bursa Mobil Summarecon Serpong
195000000.0,2019.0,2500.0,,6.0,Suzuki,Ertiga,nan,Bensin,Manual,nan,nan,Putih,nan,Jakarta Timur,Jakarta D.K.I.,nan
30000000.0,1997.0,232500.0,1250.0,28.0,Timor,DOHC,1.5,Bensin,Manual,Sedan,nan,Hijau,Individu,Jakarta Timur,Jakarta D.K.I.,nan
85000000.0,1995.0,52500.0,2500.0,30.0,Daihatsu,Taft,F70 GT,Diesel,Manual,Jeep,4X4,Abu-abu,Individu,Lombok Tengah Kab.,Nusa Tenggara Barat,nan
285000000.0,2010.0,102500.0,,15.0,BMW,Serie 3,325i,Bensin,Automatic,nan,nan,Putih,Individu,Jakarta Utara,Jakarta D.K.I.,nan
23750000.0,1992.0,102500.0,1250.0,33.0,Mazda,323,Interplay,Bensin,Manual,Sedan,4X2,Hitam,Individu,Bekasi Kab.,Jawa Barat,nan
225000000.0,2017.0,17500.0,1250.0,8.0,Chevrolet,Trax,LTZ,Bensin,Automatic,SUV,Front Wheel Drive (FWD),Silver,Individu,Jakarta Timur,Jakarta D.K.I.,nan
99999999.0,2014.0,52500.0,1250.0,11.0,Nissan,March,1.2L XS,Bensin,Automatic,Compact & City Car,4X2,Hitam,Individu,Bekasi Kab.,Jawa Barat,nan
379000000.0,2011.0,87500.0,2500.0,14.0,Lexus,RX,350 XU30,Bensin,Automatic,SUV,4X2,Putih,Diler,Jakarta Pusat,Jakarta D.K.I.,Pasar Mobil Kemayoran
1875000000.0,2016.0,2500.0,2500.0,9.0,Land Rover,Defender,TD5 L5 2.5,Diesel,Manual,Jeep,4X4,Merah,Individu,Tangerang Kota,Banten,nan
248000000.0,2007.0,47500.0,3000.0,18.0,Mitsubishi,Lain-lain,Lain-lain,Diesel,Manual,Truk,Rear Wheel Drive (RWD),Coklat,Individu,Bandung Kota,Jawa Barat,nan
93500000.0,2005.0,157500.0,2500.0,20.0,Ford,Everest,XLT,Diesel,Manual,Minibus,4X2,Silver,Diler,Jakarta Selatan,Jakarta D.K.I.,nan
456000000.0,2013.0,92500.0,3000.0,12.0,Chrysler,300,300C Platinum,Bensin,Automatic Triptonic,Sedan,Rear Wheel Drive (RWD),Putih,nan,Sragen Kab.,Jawa Tengah,nan
60000000.0,2005.0,42500.0,1000.0,20.0,Suzuki,Karimun,GX,Bensin,Manual,Compact & City Car,4X2,Hitam,Diler,Denpasar Kota,Bali,nan
76500000.0,2002.0,2500.0,1750.0,23.0,Toyota,Kijang,LGX,Bensin,Manual,Minibus,4X2,Biru,Individu,Kab. Badung,Bali,nan
390000000.0,2014.0,47500.0,,11.0,BMW,Serie 3,320i Sport,Bensin,Automatic,nan,nan,Hitam,Diler,Bandung Kota,Jawa Barat,nan
87000000.0,2011.0,102500.0,1750.0,14.0,Daihatsu,Xenia,X 1.3 Plus,Bensin,Manual,Bus,All Wheel Drive (AWD),Silver,Individu,Jakarta Selatan,Jakarta D.K.I.,nan
34000000.0,2000.0,122500.0,2500.0,25.0,Volvo,960,Lain-lain,Bensin,Automatic,Sedan,Rear Wheel Drive (RWD),Hitam,Diler,Jakarta Pusat,Jakarta D.K.I.,Bursa Mobil MGK Kemayoran
115000000.0,2011.0,107500.0,1750.0,14.0,Nissan,X-Trail,Lain-lain,Bensin,Manual,Jeep,4X2,Silver,Individu,Pekanbaru Kota,Riau,nan
98000000.0,2017.0,17500.0,1250.0,8.0,Datsun,Go,Lain-lain,Bensin,Manual,Hatchback,4X2,Marun,Individu,Bogor Kota,Jawa Barat,nan
420000000.0,2013.0,47500.0,2500.0,12.0,Mini Cooper,Mini Cooper,Lain-lain,Bensin,Automatic Triptonic,MPV,4X2,Merah,Individu,Jakarta Selatan,Jakarta D.K.I.,nan
445000000.0,2012.0,17500.0,3000.0,13.0,Toyota,Alphard,3.5 Q,Bensin,Manual,MPV,Front Wheel Drive (FWD),Putih,Individu,Jakarta Timur,Jakarta D.K.I.,nan
120000000.0,2006.0,137500.0,2500.0,19.0,Mercedes-Benz,C-Class,C230,Bensin,Automatic,Sedan,nan,Hitam,Individu,Bekasi Kota,Jawa Barat,nan
86000000.0,2008.0,87500.0,,17.0,Nissan,Grand livina,Lain-lain,Bensin,Automatic,nan,nan,Silver,nan,Bandung Kota,Jawa Barat,nan
68000000.0,2009.0,142500.0,1750.0,16.0,Proton,Exora,CPS Executive,Bensin,Automatic,MPV,Front Wheel Drive (FWD),Hitam,Individu,Batam Kota,Kepulauan Riau,nan
35000000.0,1994.0,22500.0,1750.0,31.0,BMW,Serie 3,320i,Bensin,Manual,Sedan,All Wheel Drive (AWD),Abu-abu,Individu,Banjar Kab.,Kalimantan Selatan,nan
300000000.0,2015.0,92500.0,2500.0,10.0,Toyota,HILUX,Lain-lain,Diesel,Manual,Double Cabin,4X4,Putih,Diler,Samarinda Kota,Kalimantan Timur,nan
470000000.0,2018.0,32500.0,2500.0,7.0,Mitsubishi,Pajero Sport,Dakar 2.4,Diesel,Automatic Triptonic,SUV,4X2,Putih,Individu,Makassar Kota,Sulawesi Selatan,nan
72500000.0,2005.0,117500.0,1750.0,20.0,Nissan,Serena,HWS,Bensin,Automatic,Minibus,Front Wheel Drive (FWD),Hitam,Individu,Jakarta Selatan,Jakarta D.K.I.,nan
1300000000.0,2013.0,12500.0,2500.0,12.0,Porsche,Cayman,Lain-lain,Bensin,Automatic Triptonic,Sports & Super Car,Rear Wheel Drive (RWD),Kuning,nan,Jakarta Selatan,Jakarta D.K.I.,nan
45000000.0,1993.0,202500.0,1750.0,32.0,Toyota,Corolla,Lain-lain,Bensin,Manual,Sedan,Front Wheel Drive (FWD),Merah,nan,Bogor Kota,Jawa Barat,nan
25000000.0,1991.0,142500.0,1750.0,34.0,Mazda,323,Interplay,Bensin,Manual,Classic Car,All Wheel Drive (AWD),Hijau,nan,Kediri  Kab.,Jawa Timur,nan
81000000.0,2014.0,32500.0,1250.0,11.0,Datsun,Go+,Panca T,Bensin,Manual,MPV,nan,Silver,nan,Surabaya Kota,Jawa Timur,nan
170000000.0,2016.0,52500.0,,9.0,Honda,Mobilio,RS,Bensin,Automatic,nan,nan,Marun,nan,Pare-Pare Kota,Sulawesi Selatan,nan
119500000.0,2007.0,82500.0,,18.0,Isuzu,Panther,Grand Touring,Diesel,Manual,nan,nan,Silver,nan,Semarang Kota,Jawa Tengah,nan
160000000.0,2018.0,17500.0,1250.0,7.0,Honda,Mobilio,RS,Bensin,Automatic Triptonic,MPV,Rear Wheel Drive (RWD),Oranye,Diler,Jakarta Pusat,Jakarta D.K.I.,Pasar Mobil Kemayoran
190000000.0,2016.0,27500.0,1250.0,9.0,Chevrolet,Trax,LTZ,Bensin,Automatic,SUV,nan,Biru,nan,Semarang Kab.,Jawa Tengah,nan
75000000.0,2011.0,52500.0,1250.0,14.0,Nissan,March,1.2L,Bensin,Automatic,Hatchback,All Wheel Drive (AWD),Merah,Diler,Jakarta Pusat,Jakarta D.K.I.,Pasar Mobil Kemayoran
71500000.0,2008.0,242500.0,1250.0,17.0,Daihatsu,Gran max,Lain-lain,Bensin,Manual,Minibus,4X2,Hitam,Individu,Surabaya Kota,Jawa Timur,nan
